titulo,artista,letra,tam_letra,idioma_detectado,sent_label,sent_score,sent_polarity
Before I Forget,Slipknot,"Go! Stapled shut, inside an outside world and I'm Sealed in tight, bizarre but right at home Claustrophobic, closing in and I'm Catastrophic, not again I'm smeared across the page, and doused in gasoline I wear you like a stain, yet I'm the one who's obscene Catch me upon all your sordid little insurrections I've got no time to lose, and I'm just caught up in all the cattle Fray the strings Throw the shapes Hold your breath Listen I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that I'm ripped across the ditch, and settled in the dirt and I I wear you like a stitch, yet I'm the one who's hurt Pay attention to your twisted little indiscretions I've got no right to win, I'm just caught up in all the battles Locked in clutch Pushed in place Hold your breath Listen I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that My end It justifies my means All I have to do is delay My every attempt to evade The end of the road And my end It justifies my means All I have to do is delay My every attempt to evade The end of the road I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that I am a world before I am a man I was a creature before I could stand I will remember before I forget Before I forget that Yeah, yeah, yeah, oh",347,en,negative,0.4953935444355011,-0.4953935444355011
Sharks,Imagine Dragons,"Trouble Blood is in the rocky waters Hide away your sons and daughters Eat you alive Levels Better put your head on swivels Dancin' with the very devil Butter to knife You think you're better than them Better than them You think they're really your friends Really your friends But when it comes to the end To the end You're just the same as them Same as them So lеt it go, let it go That's the way that it goes First you'rе in, then you're out Everybody knows You're hot, then you're cold You're a light in the dark Just you wait and you'll see That you're swimmin' with sharks He's comin' to get you Chick, chicka, woo, woo He's comin' to get you, get Woo Bubbles Drownin', you're seein' doubles Don't you let them see your struggles Hidin' your tears Crisis Take advantage of your niceness Cut you up in even slices Prey on your fears You think you're better than them Better than them You think they're really your friends Really your friends But when it comes to the end To the end You're just the same as them Same as them So let it go, let it go That's the way that it goes First you're in, then you're out Everybody knows You're hot, then you're cold You're a light in the dark Just you wait and you'll see That you're swimmin' with sharks (My blood is pumpin') he's comin' to get you (Don't take it from me) woo-woo (My blood is pumpin') he's comin' to get you, get (Don't take it from me) (My blood is pumpin') he's comin' to get you (Don't take it from me) woo-woo (My blood is pumpin') he's comin' to get you, get (Don't take it from me) Every time my heart is beatin', I can feel the recipe I wonder if my day is coming, blame it on the entropy My blood is pumpin', I can see the end is right in front of me Don't take it from me, I could be everything, everything (sharks) Don't take it from me My blood is pumpin', my blood is pumpin' (sharks) Don't take it from me, I could be everything, everything So let it go, let it go That's the way that it goes First you're in, then you're out Everybody knows You're hot, then you're cold You're a light in the dark Just you wait and you'll see That you're swimmin' with sharks (My blood is pumpin') he's comin' to get you (Don't take it from me) woo-woo (My blood is pumpin') he's comin' to get you, get (Don't take it from me) (My blood is pumpin') he's comin' to get you (Don't take it from me) woo-woo (My blood is pumpin') he's comin' to get you, get (Don't take it from me)",474,en,neutral,0.4065473973751068,0.0
Seguindo No Trem Azul,Roupa Nova,"Confessar, sem medo de mentir, que em você Encontrei inspiração para escrever Você é pessoa que nem eu, que sente amor Mas não sabe muito bem como vai dizer Te dou o meu coração Queria dar o mundo Luar do meu sertão Seguindo no trem azul Toda vez que for assoviar a cor do trem É da cor que alguém fizer, e você sonhar Não faz mal não ser compositor Se o amor valeu, eu empresto um verso meu Pra você dizer Só me dará prazer Se viajar contigo Até nascer o Sol Seguindo no trem azul Te dou o meu coração Queria dar o mundo Luar do meu sertão Seguindo no trem azul Vai lembrar de um cara como eu Que sente amor Mas não sabe muito bem como vai dizer Só me dará prazer Se viajar contigo Até nascer o Sol Seguindo no trem azul Ooh, te dou o meu coração Queria dar o mundo Luar do meu sertão Seguindo no trem azul Seguindo no trem azul",169,pt,neutral,0.46404528617858887,0.0
Champagne Supernova,Oasis,"How many special people change? How many lifes are living strange? Where were you while we were getting high? Slowly walking down the hall Faster than a cannonball Where were you while we were getting high? Someday you will find me Caught beneath the landslide In a champagne supernova in the sky Someday you will find me Caught beneath the landslide In a champagne supernova A champagne supernova in the sky Wake up the dawn and ask her why A dreamer dreams, she never dies Wipe that tear away now from your eye Slowly walking down the hall Faster than a cannonball Where were you while we were getting high? Someday you will find me Caught beneath the landslide In a champagne supernova in the sky Someday you will find me Caught beneath the land slide In a champagne supernova A champagne supernova 'Cause people believe That they're gonna get away for the summer But you and I, we live and die The world's still spinning around We don't know why Why, why, why, why? How many special people change? How many lives are living strange? Where were you while we were getting high? Slowly walking down the hall Faster than a cannonball Where were you while we were getting high? Someday you will find me Caught beneath the landslide In a champagne supernova in the sky Someday you will find me Caught beneath the landslide In a champagne supernova A champagne supernova 'Cause people believe That they're gonna get away from the summer But you and I, we live and die The world's still spinning around We don't know why Why, why, why, why? How many special people change? How many lifes are living strange? Where were you while we were getting high? We were getting high We were getting high We were getting high We were getting high We were getting high We were getting high We were getting high We were getting high We were getting high",330,en,neutral,0.3933582901954651,0.0
Basket Case,Green Day,"Do you have the time to listen to me whine About nothing and everything all at once? I am one of those Melodramatic fools Neurotic to the bone No doubt about it Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? Or am I just stoned? I went to a shrink To analyze my dreams She says it's lack of sex that's bringing me down I went to a whore He said my life's a bore So quit my whining, 'cause it's bringing her down Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? Uh, yuh, yuh, ya Grasping to control So I better hold on Sometimes I give myself the creeps Sometimes my mind plays tricks on me It all keeps adding up I think I'm cracking up Am I just paranoid? Or am I just stoned?",174,en,negative,0.4273272752761841,-0.4273272752761841
Um Minuto Para o Fim do Mundo,CPM 22,Me sinto só Mas quem é que nunca se sentiu assim? Procurando um caminho pra seguir uma direção Respostas! Um minuto para o fim do mundo Toda sua vida em 60 segundos Uma volta no ponteiro do relógio pra viver O tempo corre contra mim Sempre foi assim e sempre vai ser Vivendo apenas pra vencer a falta que me faz você De olhos fechados eu tento esconder a dor agora Por favor entenda eu preciso ir embora porque Quando estou com você Sinto meu mundo acabar Perco o chão sob os meus pés Me falta o ar pra respirar E só de pensar em te perder por um segundo Eu sei que isso é o fim do mundo Volto o relógio para trás tentando adiar o fim Tentando esconder o medo de te perder quando me sinto assim De olhos fechados eu tento enganar meu coração Fugir pra outro lugar em uma outra direção porque Quando estou com você Sinto meu mundo acabar Perco o chão sob os meus pés Me falta o ar pra respirar E só de pensar em te perder por um segundo Eu sei que isso é o fim do mundo Quando estou com você Sinto meu mundo acabar Perco o chão sob os meus pés Me falta o ar pra respirar E só de pensar em te perder por um segundo Eu sei que isso é o fim do mundo Eu sei que isso é o fim do mundo Eu sei que isso é o fim Eu sei que isso é o fim Eu sei que isso é o fim do mundo!,268,pt,negative,0.4393935799598694,-0.4393935799598694
With You,Linkin Park,"I woke up in a dream today to the cold of the static And put my cold feet on the floor Forgot about yesterday, remembering I'm pretending to be who I'm not anymore A little taste of hypocrisy And I'm left in the wake of the mistakes, slow to react And even though you're so close to me You're still so distant and I can't bring you back It's true, the way I feel Was promised by your face The sound of your voice Painted on my memories Even if you're not with me I'm with you (you, now I see, keeping everything inside) With you (you, now I see, even when I close my eyes) I hit you and you hit me back We fall to the floor The rest of the day stands still Fine line between this and that When things go wrong, I pretend that the past isn't real Now I'm trapped in this memory And I'm left in the wake of the mistakes, slow to react So even though you're close to me You're still so distant and I can't bring you back It's true, the way I feel Was promised by your face The sound of your voice Painted on my memories Even if you're not with me I'm with you (you, now I see, keeping everything inside) With you (you, now I see, even when I close my eyes) With you (you, now I see, keeping everything inside) With you (you, now I see, even when I close my eyes) No, no matter how far we've come I can't wait to see tomorrow No matter how far we've come, I I can't wait to see tomorrow With you (you, now I see, keeping everything inside) With you (you, now I see, even when I close my eyes) With you (you, now I see, keeping everything inside) With you (you, now I see, even when I close my eyes)",325,en,neutral,0.44709089398384094,0.0
Easy,Faith No More,"Know it sounds funny But I just can't stand the pain Girl, I'm leaving you tomorrow Seems to me, girl You know I've done all I can You see, I begged, stole and I borrowed Yeah, ooh That's why I'm easy Oh-oh-oh-oh I'm easy like Sunday morning, yeah, yeah Oh-oh-oh-oh That's why I'm easy, yeah Oh-oh-oh-oh Easy like Sunday morning I wanna be high, so high I wanna be free To know the things I do are right I wanna be free Just me, ooh, babe That's why I'm easy Oh-oh-oh-oh I'm easy like Sunday morning, yeah, yeah Oh-oh-oh-oh That's why I'm easy, yeah Oh-oh-oh-oh Easy like Sunday morning",109,en,positive,0.42584776878356934,0.42584776878356934
Mais Uma Vez,Renato Russo,"Mas é claro que o Sol vai voltar amanhã Mais uma vez, eu sei Escuridão já vi pior, de endoidecer gente sã Espera que o Sol já vem Tem gente que está do mesmo lado que você Mas deveria estar do lado de lá Tem gente que machuca os outros Tem gente que não sabe amar Tem gente enganando a gente Veja a nossa vida como está Mas eu sei que um dia a gente aprende Se você quiser alguém em quem confiar Confie em si mesmo Quem acredita sempre alcança Mas é claro que o Sol vai voltar amanhã Mais uma vez, eu sei Escuridão já vi pior, de endoidecer gente sã Espera que o Sol já vem Nunca deixe que lhe digam que não vale a pena acreditar no sonho que se tem Ou que seus planos nunca vão dar certo Ou que você nunca vai ser alguém Tem gente que machuca os outros Tem gente que não sabe amar Mas eu sei que um dia a gente aprende Se você quiser alguém em quem confiar Confie em si mesmo Quem acredita sempre alcança Quem acredita sempre alcança Quem acredita sempre alcança Quem acredita sempre alcança Quem acredita sempre alcança Quem acredita sempre alcança Quem acredita sempre alcança",210,pt,neutral,0.515651524066925,0.0
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,"This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart And nothing breaks like a heart I heard you on the phone last night We live and die by pretty lies You know it Oh, we both know it These silver bullet cigarettes This burning house, there's nothing left It's smoking We both know it We got all night to fall in love But just like that, we fall apart We're broken We're broken Mmm, well, nothing, nothing, nothing gon' save us now Well, there's broken silence By thunder crashing in the dark (crash in the dark) And this broken record Spin endless circles in the bar (spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mhmm, and nothing breaks like a heart We'll leave each other cold as ice And high and dry, the desert wind Is blowing Is blowing Remember what you said to me? We were drunk in love in Tennessee And I hold it We both know it Mmm, that nothing, nothing, nothing gon' save us now Nothing, nothing, nothing gon' save us now Well, there's broken silence By thunder crashing in the dark (crash in the dark) And this broken record Spin endless circles in the bar (spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mhmm, and nothing breaks like a heart Nothing breaks like a heart Mhmm, and nothing breaks like a heart Nothing, nothing, nothing gon' save us now Nothing, nothing, nothing gon' save us now Well, there's broken silence By thunder crashing in the dark (crash in the dark) And this broken record Spin endless circles in the bar (spin 'round in the bar) This world can hurt you It cuts you deep and leaves a scar Things fall apart, but nothing breaks like a heart Mhmm, but nothing breaks like a heart But nothing breaks like a heart Mhmm, but nothing breaks like a heart",363,en,negative,0.6030796766281128,-0.6030796766281128
Church,Chase Atlantic,"You're wearing nothing but my t-shirt Call me shallow but I'm only getting deeper, yeah Stay on the ground until your knees hurt No more praying, baby, I'ma be your preacher And I'll keep leading you on If you keep leading me into your room The drinks are all gone But that's fine, baby, so am I I'm about to take you back to Church (Back to Church, baby) Well, tell me your confessions, baby, what's the worst? (Yeah, what's the worst) Baptise in your thighs till it hurts (You know it hurts) 'Cause I'm about to take you back to Church (Oh, oh, yeah) I'll keep you up until the sunset Speaking in tongues, yeah, we ain't done yet (yeah) Don't take my verses out of context I know it's weighing on your conscience And I'll keep leading you on If you keep leading me into your room The drinks are all gone But that's fine, baby, so am I I'm about to take you back to Church (Back to Church, baby) Well, tell me your confessions, baby, what's the worst? (Yeah, what's the worst) Baptise in your thighs till it hurts (You know it hurts) 'Cause I'm about to take you back to Church (Oh, oh, yeah) And I'll keep leading you on (leading you on, girl) If you keep leading me into your room (your room) The drinks are all gone (all gone now) But that's fine, baby, so am I I'll keep you up until the sunset Speaking in tongues, yeah, we ain't done yet Don't take my verses out of context I know it's weighing on your conscience I'm about to take you back to Church (Back to Church, baby) Well, tell me your confessions, baby, what's the worst? (Yeah, what's the worst) Baptise in your thighs till it hurts (You know it hurts) 'Cause I'm about to take you back to Church (Oh, oh, yeah)",321,en,neutral,0.45468804240226746,0.0
Heart To Heart,Mac DeMarco,To all the days we were together To all the time we were apart Of each other's lives Heart to heart And so I had a late arrival So we never saw the start Of each other's lives Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart And though it seems so quick and easy Sentimentally assumed Walking parallels Heart to heart To all the days we were together To all the time we played apart In each other's lives Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart Heart to heart,113,en,neutral,0.5995978713035583,0.0
"I Love, I Love (Traveling II)",Dar Williams,"I heard love can fall so hard, it can bury a kingdom I heard it makes the spring appear out of season It's a storm in a shadowbox, a force to be reckoned with, When it finds you and find you, it will. And I'd not believed it til I loved, I love The rivers sing and stars awaken above me And the wind and the moon in fits of restless conspiring Turn night to heaven for you. But I am going to a far, far land I know it sure as I've a past and a future With my maps on the table, you see, I have lost many things So many I won't turn back. And were I a deadwood ship, my heart a compass I would leave with inanimate grace, no love could touch me But I live and I know that I'll burn as I grow Though it might break my heart to walk away and so As a moon may adore you and remain, high moon The wind may crown your head with leaves, and keep blowing So I'll stop and I'll watch you, for I love, I love And then be on my way. And then be on my way.",206,en,neutral,0.3771175444126129,0.0
King For A Day (feat. Kellin Quinn),Pierce The Veil,"Dare me to jump off of this Jersey bridge I bet you never had a Friday night like this Keep it up, keep it up Let's raise our hands I take a look up in the sky and I see red Red for the cancer, red for the wealthy Red for the drink that's mixed with suicide Everything red Please, won't you push me for the last time? Let's scream until there's nothing left So sick of playing, I don't want this anymore The thought of you is no fucking fun You want a martyr? I'll be one Because enough's enough We're done You told me: Think about it, well, I did Now I don't wanna feel a thing anymore I'm tired of begging for the things that I want I'm over sleeping like a dog on the floor The thing I think I love Will surely bring me pain Intoxication, paranoia, and a lot of fame Three cheers for throwing up Pubescent drama queen You make me sick, I make it worse by drinking late (Scream) until there's nothing left So sick of playing, I don't want this anymore The thought of you is no fucking fun You want a martyr? I'll be one Because enough's enough We're done You told me: Think about it, well, I did Now I don't wanna feel a thing anymore I'm tired of begging for the things that I want I'm over sleeping like a dog on the floor Imagine living like a king someday A single night without a ghost in the walls And if the bass shakes the earth underground We'll start a new revolution now (Alright, here we go) Hail Mary, forgive me Blood for blood, hearts beating Come at me, now this is war! Fuck with this new beat Oh Now! Terror begins inside a bloodless vein I was just a product of the street youth's rage Born in this world without a voice or say Caught in the spokes with an abandoned brain I know you well, but this ain't a game Blow the smoke in a diamond shape Dying is a gift, so close your eyes and rest in peace You told me: Think about it, well, I did Now I don't wanna feel a thing anymore I'm tired of begging for the things that I want I'm over sleeping like a dog on the floor Imagine living like a king someday A single night without a ghost in the walls We are the shadows, screaming: Take us now! We'd rather die than live to rust on the ground Shit",433,en,negative,0.4219975471496582,-0.4219975471496582
Broken (feat. Amy Lee),Seether,I wanted you to know I love the way you laugh I wanna hold you high and steal your pain away I keep your photograph And I know it serves me well I wanna hold you high and steal your pain 'Cause I'm broken when I'm lonesome And I don't feel right when you're gone away You've gone away You don't feel me here anymore The worst is over now and we can breathe again I wanna hold you high and steal my pain away There's so much left to learn And no one left to fight I wanna hold you high and steal your pain 'Cause I'm broken when I'm open And I don't feel like I am strong enough 'Cause I'm broken when I'm lonesome And I don't feel right when you're gone away 'Cause I'm broken when I'm open And I don't feel like I am strong enough 'Cause I'm broken when I'm lonesome And I don't feel right when you're gone away 'Cause I'm broken when I'm lonesome And I don't feel right when you're gone You've gone away You don't feel me here anymore,189,en,neutral,0.4541631042957306,0.0
Wasting Love,Iron Maiden,"Maybe one day I'll be an honest man Up till now, I'm doing the best I can Long roads, long days of sunrise to sunset Sunrise to sunset Dream on brothers, while you can Dream on sisters, I hope you find the one All of our lives, covered up quickly By the tides of time Spend your days full of emptiness Spend your years full of loneliness Wasting love in a desperate caress Rolling shadows of night Dream on brothers, while you can Dream on sisters, I hope you find the one All of our lives, covered up quickly By the tides of time Sands are flowing And the lines are in your hand In your eyes I see the hunger And the desperate cry that tears the night Spend your days full of emptiness Spend your years full of loneliness Wasting love in a desperate caress Rolling shadows of night Spend your days full of emptiness Spend your years full of loneliness Wasting love in a desperate caress Rolling shadows of night Spend your days full of emptiness Spend your years full of loneliness Wasting love in a desperate caress Rolling shadows of night",195,en,positive,0.47048795223236084,0.47048795223236084
Don't Speak,No Doubt,"You and me We used to be together Everyday together, always I really feel That I'm losing my best friend I can't believe this could be the end It looks as though you're letting go And if it's real Well I don't want to know Don't speak I know just what you're saying So please stop explaining Don't tell me 'cause it hurts Don't speak I know what you're thinking I don't need your reasons Don't tell me 'cause it hurts Our memories Well, they can be inviting But some are altogether mighty frightening As we die, both you and I With my head in my hands I sit and cry Don't speak I know just what you're saying So please stop explaining Don't tell me 'cause it hurts No, no, no Don't speak I know what you're thinking And I don't need your reasons Don't tell me 'cause it hurts It's all ending We gotta stop pretending who we are You and me I can see us dying Are we? Don't speak I know just what you're saying So please stop explaining Don't tell me 'cause it hurts No, no, no Don't speak I know what you're thinking And I don't need your reasons Don't tell me 'cause it hurts Don't tell me 'cause it hurts I know what you're saying So please stop explaining Don't speak, don't speak, don't speak Oh I know what you're thinking And I don't need your reasons I know you're good I know you're good I know you're real good, oh Don't, don't, uh-huh Hush, hush darling Hush, hush darling Hush, hush Don't tell me 'cause it hurts Hush, hush darling Hush, hush darling Hush, hush Don't tell me tell me 'cause it hurts",291,en,negative,0.4486549198627472,-0.4486549198627472
Rollin' (Air Raid Vehicle),Limp Bizkit,"Alright, partner Keep on rollin', baby You know what time it is (Throw your hands up) (Throw your, your hands up) ladies and gentlemen (Throw your, throw, throw your, throw your, your, your hands, your, your hands up) (Throw your hands up) Chocolate Starfish (Throw your, your hands up) wanna keep on rollin', baby (Throw, throw your hands up) (Throw your hands up, throw your hands up, throw your hands up) (I move in, now move out) hands up, now hands down (Back up, back up) tell me what you're gonna do now (Breathe in, now breathe out) hands up, now hands down (Back up, back up) tell me what you're gonna do now Keep rollin', rollin', rollin', rollin' (what?) Keep rollin', rollin', rollin', rollin' (come on) Keep rollin', rollin', rollin', rollin' (yeah) Keep rollin', rollin', rollin', rollin' Now I know y'all be lovin' this shit right here L-I-M-P Bizkit is right here People in the house, put them hands in the air 'Cause if you don't care, then we don't care (yeah) One, two, three times, two to the six Jonesin' for your fix of that Limp Bizkit mix So where the fuck you at, punk? Shut the fuck up And back the fuck up while we fuck this track up (Throw your hands up) (Throw your hands up) (Throw, throw your hands up) (Throw your hands up) (Throw your hands up) (I move in, now move out) hands up, now hands down (Back up, back up) tell me what you're gonna do now (Breathe in, now breathe out) hands up, now hands down (Back up, back up) tell me what you're gonna do now Keep rollin', rollin', rollin', rollin' (what?) Keep rollin', rollin', rollin', rollin' (come on) Keep rollin', rollin', rollin', rollin' (yeah) Keep rollin', rollin', rollin', rollin' You wanna mess with Limp Bizkit? (Yeah) You can't mess with Limp Bizkit (why?) Because we get it on (when?) Every day and every night (oh) And this platinum thing right here (uh-huh?) Yo, we're doin' it all the time (what?) So you better get some better beats and, ah Get some better rhymes (d'oh) We got the gang set, so don't complain yet 24/7, never beggin' for a rain check Old-school soldiers blastin' out the hot shit That rock shit, puttin' bounce in the mosh pit (Throw your hands up) (Throw your hands up) (Throw, throw your hands up) (Throw your hands up) (Throw your hands up) (I move in, now move out) hands up, now hands down (Back up, back up) tell me what you're gonna do now (Breathe in, now breathe out) hands up, now hands down (Back up, back up) tell me what you're gonna do now Keep rollin', rollin', rollin', rollin' (come on) Keep rollin', rollin', rollin', rollin' (what?) Keep rollin', rollin', rollin', rollin' (yeah) Keep rollin', rollin', rollin', rollin' Hey, ladies (where you at?) Hey, fellas (where you at?) And the people that don't give a fuck (where you at?) All the lovers (where you at?) All the haters (where you at?) And all the people that call themselves players (where you at?) Hot mamas (where you at?) Pimp daddies (where you at?) And the people rollin' up in Caddies (where you at?) Hey, rockers (where you at?) Hip-hoppers (where you at?) And everybody all around the world (Move in, now move out) hands up, now hands down (Back up, back up) tell me what you're gonna do now (Breathe in, now breathe out) hands up, now hands down (Back up, back up) tell me what you're gonna do now Keep rollin', rollin', rollin', rollin' (yeah) Keep rollin', rollin', rollin', rollin' (what?) Keep rollin', rollin', rollin', rollin' (come on) Keep rollin', rollin', rollin', rollin' (Move in, now move out) hands up, now hands down (Back up, back up) tell me what you're gonna do now (Breathe in, now breathe out) hands up, now hands down (Back up, back up) tell me what you're gonna do now Keep rollin', rollin', rollin', rollin' (what?) Keep rollin', rollin', rollin', rollin' (come on) Keep rollin', rollin', rollin', rollin' (yeah) Keep rollin', rollin', rollin', rollin'",686,en,neutral,0.5602515935897827,0.0
Riders On The Storm,The Doors,"Riders on the storm Riders on the storm Into this house we're born Into this world we're thrown Like a dog without a bone, an actor out on loan Riders on the storm There's a killer on the road His brain is squirmin' like a toad Take a long holiday Let your children play If you give this man a ride, sweet family will die Killer on the road Yeah Girl, you gotta love your man Girl, you gotta love your man Take him by the hand Make him understand The world on you depends, our life will never end Gotta love your man Yeah Riders on the storm Riders on the storm Into this house we're born Into this world we're thrown Like a dog without a bone, an actor out on loan Riders on the storm Riders on the storm Riders on the storm Riders on the storm Riders on the storm",154,en,neutral,0.42319998145103455,0.0
IGYEIH,Linkin Park,"So, the question I give you everything I have Yeah, yeah, yeah, yeah I give you everything I have Yeah, yeah, yeah, yeah I give you everything I have Yeah! Oh! I give you everything I have I'm cracking it open wide Dying for one drop Your remedies hypnotize I never say stop And the clock keeps ticking (the rules aren't written) I'm trying to remember how to make up my mind The clock keeps ticking (the rules aren't written) Forgotten doesn't mean that it's forgiven this time I give you everything I have All you give me is your ugliness You're not as honest as you act Just a devil with a god complex I'm not the enemy you make me out to be And I'm so tired of this wishful thinking Drowning, sinking, left with nothing left I give you everything I have I write all the memories down All over my skin Hoping it'll snap me out When this happens again And the clock keeps ticking (the rules aren't written) I'm trying to remember how to make up my mind The clock keeps ticking (the rules aren't written) Forgotten doesn't mean that it's forgiven this time I give you everything I have All you give me is your ugliness You're not as honest as you act Just a devil with a god complex I'm not the enemy you make me out to be And I'm so tired of this wishful thinking Drowning, sinking, left with nothing left I give you everything I have Yeah, yeah, yeah, yeah I give you everything I have Yeah, yeah, yeah, yeah I give you everything I have From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, I don't need you From now on, got amnesia",386,en,neutral,0.493831604719162,0.0
Our Place,Justin Lee,"Let's run away to the coast Somewhere far away from home All we need is just ourselves And nothing else, mm Feel the sand between our toes Hear the ocean's ebb and flow The summer air fills our lungs And keeps us young, mm, mm So we'll write our names in the sand, right where we lay Our bodies down to rest And we'll fall asleep where the land and ocean meet A place in the wilderness The fire burns through the night Keeps us warm till morning light We'll watch the Sun fill the sky And lose our sense of time So we'll write our names in the sand, right where we lay Our bodies down to rest And we'll fall asleep where the land and ocean meet A place in the wilderness A place in the wilderness These days where we feel like this A place in the wilderness",151,en,neutral,0.48267117142677307,0.0
Don't Stop Dancing,Creed,"At times life is wicked And I just can't see the light A silver lining sometimes isn't enough To make some wrongs seem right Whatever life brings I've been through everything And now I'm on my knees again But I know I must go on Although I hurt, I must be strong Because inside, I know That many feel this way Children, don't stop dancing Believe you can fly away, away At times life's unfair And you know it's plain to see Hey, God, I know I'm just a dot in this world Have You forgot about me? Whatever life brings I've been through everything And now I'm on my knees again But I know I must go on Although I hurt, I must be strong Because inside, I know That many feel this way Children, don't stop dancing Believe you can fly away, away Am I hiding in the shadows? Forget the pain and forget the sorrows Am I hiding in the shadows? Forget the pain and forget the sorrows But I know I must go on (ooh) Although I hurt, I must be strong (be strong) Because inside, I know That many feel this way Children, don't stop dancing Believe you can fly away, away Children, don't stop dancing Believe you can fly away, away Children, don't stop dancing Believe you can fly away, away Am I hiding in the shadows? Are we hiding in the shadows?",239,en,negative,0.6734747886657715,-0.6734747886657715
Money,Pink Floyd,"Money, get away You get a good job with more pay and you're okay Money, it's a gas Grab that cash with both hands and make a stash New car, caviar, four-star daydream Think I'll buy me a football team Money, get back I'm alright, Jack Keep your hands off of my stack Money, it's a hit Ah, don't give me that do-goody-good bullshit I'm in the high-fidelity, first class travelling set And I think I need a Learjet Money, it's a crime Share it fairly, but don't take a slice of my pie Money, so they say Is the root of all evil today But if you ask for a rise, it's no surprise That they're giving none away Away, away, away Away, away, away Away, oh Yeah, I was in the right Yes, absolutely in the right I certainly was in the right! Yeah, I was definitely in the right That geezer was cruising for a bruising Yeah! Why does anyone do anything? I don't know, I was really drunk at the time I was just telling him it was in He could get it in Number Two He was asking why it wasn't coming up on fader eleven After, I was yelling and screaming and telling him Why it wasn't coming up on fader eleven It came to a heavy blow Which sorted the matter out",229,en,neutral,0.4263165295124054,0.0
Millionaire,Chris Stapleton,"They say love is more precious than gold It can't be bought, and it can't be sold I got love, love to spare That makes me a millionaire I got a woman with eyes that shine Down deep as a diamond mine She's my treasure, so very rare She made me a millionaire When we ride around, ride around this old town In a beat up car, with the windows down People look at her and they look at me And say that boy is sure living in luxury, sweet luxury Because love is more precious than gold It can't be bought, no, never could be sold I got love, enough to share And that made me a millionaire When her kisses fall from everywhere Like riches on a millionaire When my pockets are empty and my cupboard is bare I still feel like a millionaire Because love is more precious than gold It can't be bought, no, and it can't be sold I got love, enough to spare That makes me a millionaire",174,en,positive,0.44464072585105896,0.44464072585105896
Harvest Moon,Neil Young,Come a little bit closer Hear what I have to say Just like children sleepin We could dream this night away But there's a full Moon risin' Let's go dancin' in the light We know where the music's playin' Let's go out and feel the night Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest Moon When we were strangers I watched you from afar When we were lovers I loved you with all my heart But now it's gettin' late And the Moon is climbin' high I want to celebrate See it shinin' in your eye Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest Moon Because I'm still in love with you I want to see you dance again Because I'm still in love with you On this harvest Moon,162,en,neutral,0.44965484738349915,0.0
I WANNA BE YOUR SLAVE,Måneskin,I wanna be your slave I wanna be your master I wanna make your heartbeat Run like rollercoasters I wanna be a good boy I wanna be a gangster 'Cause you can be the beauty And I could be the monster I love you since this morning Not just for aesthetic I wanna touch your body So fucking electric I know you scared of me You said that I'm too eccentric I'm crying all my tears And that’s fucking pathetic I wanna make you hungry Then I wanna feed you I wanna paint your face Like you’re my Mona Lisa I wanna be a champion I wanna be a loser I’ll even bе a clown 'Cause I just wanna amuse you I wanna be your sеx toy I wanna be your teacher I wanna be your sin I wanna be a preacher I wanna make you love me Then I wanna leave you 'Cause baby I'm your David And you’re my Goliath Because I'm the devil Who’s searching for redemption And I'm a lawyer Who’s searching for redemption And I'm a killer Who’s searching for redemption I'm a motherfucking monster Who’s searching for redemption And I'm a bad guy Who’s searching for redemption And I'm a blond girl Who’s searching for redemption And I'm a freak that Is searching for redemption I'm a motherfucking monster Who’s searching for redemption I wanna be your slave I wanna be your master I wanna make your heart beat Run like rollercoasters I wanna be a good boy I wanna be a gangster 'Cause you can be the beauty And I could be the monster I wanna make you quiet I wanna make you nervous I wanna set you free But I'm too fucking jealous I wanna pull your strings Like you’re my telecaster And if you want to use me I could be your puppet 'Cause I'm the devil Who’s searching for redemption And I'm a lawyer Who’s searching for redemption And I'm a killer Who’s searching for redemption I'm a motherfucking monster Who’s searching for redemption I wanna be your slave I wanna be your master,354,en,neutral,0.4518294632434845,0.0
